Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years
18.2,Low Fat,0.161740582,Fruits and Vegetables,38.419,Medium,Tier 1,Supermarket Type1,14
16.0,Non-Edible,0.072965144,Household,231.3668,Medium,Tier 3,Supermarket Type2,4
19.6,Regular,0.041740902,Frozen Foods,49.2376,Medium,Tier 3,Supermarket Type2,4
8.02,Low Fat,0.111666665,Snack Foods,155.2998,Small,Tier 2,Supermarket Type1,11
9.195,Regular,0.116915909,Snack Foods,159.4578,Medium,Tier 3,Supermarket Type3,28
14.85,Low Fat,0.093010026,Baking Goods,143.0812,Medium,Tier 3,Supermarket Type3,28
12.35,Low Fat,0.026676216,Canned,57.0246,Small,Tier 2,Supermarket Type1,9
6.28,Low Fat,0.027682047,Soft Drinks,85.5198,High,Tier 3,Supermarket Type1,26
13.6,Non-Edible,0.010013429,Household,176.437,Small,Tier 2,Supermarket Type1,11
14.85,Low Fat,0.093991286,Baking Goods,140.9812,Small,Tier 2,Supermarket Type1,6
4.905,Low Fat,0.117308165,Canned,195.7768,Small,Tier 2,Supermarket Type1,9
14.0,Non-Edible,0.028838938,Health and Hygiene,129.331,High,Tier 3,Supermarket Type1,26
9.195,Regular,0.064376263,Frozen Foods,83.1566,Small,Tier 2,Supermarket Type1,6
9.13,Non-Edible,0.051952573,Household,152.3024,Small,Tier 2,Supermarket Type1,11
9.895,Non-Edible,0.059776237,Household,231.7642,Medium,Tier 3,Supermarket Type3,28
19.6,Regular,0.041806702,Frozen Foods,48.8376,Small,Tier 2,Supermarket Type1,6
13.8,Low Fat,0.14215211,Dairy,263.5884,Small,Tier 2,Supermarket Type1,6
10.695,Regular,0.12770295,Dairy,120.444,Small,Tier 2,Supermarket Type1,9
8.88,Low Fat,0.086764795,Hard Drinks,153.8682,Small,Tier 2,Supermarket Type1,9
11.6,Regular,0.132111921,Frozen Foods,82.2276,Small,Tier 3,Grocery Store,15
6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,Small,Tier 2,Supermarket Type1,9
8.365,Regular,0.040069806,Fruits and Vegetables,190.7188,Small,Tier 2,Supermarket Type1,6
16.1,Low Fat,0.034300475,Fruits and Vegetables,253.2356,Small,Tier 2,Supermarket Type1,9
10.6,Non-Edible,0.035186271,Health and Hygiene,85.1224,Small,Tier 2,Supermarket Type1,9
16.35,Non-Edible,0.0908183205,Household,198.211,Small,Tier 2,Supermarket Type1,9
19.5,Low Fat,0.082635923,Canned,179.3002,Medium,Tier 1,Supermarket Type1,14
15.85,Low Fat,0.081953387,Breads,174.737,Small,Tier 2,Supermarket Type1,6
17.85,Low Fat,0.046824729,Meat,153.6682,Medium,Tier 3,Supermarket Type2,4
11.5,Non-Edible,0.029529474,Health and Hygiene,132.6626,Small,Tier 3,Grocery Store,15
7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,Small,Tier 2,Supermarket Type1,11
6.325,Low Fat,0.125154452,Frozen Foods,99.2042,Small,Tier 2,Supermarket Type1,9
8.97,Non-Edible,0.162856593,Household,54.5956,Small,Tier 1,Grocery Store,28
19.1,Non-Edible,0.160936178,Others,184.2608,Small,Tier 1,Grocery Store,28
10.195,Regular,0.012477512,Meat,197.111,Medium,Tier 1,Supermarket Type1,14
8.895,Low Fat,0.121180705,Breakfast,177.037,Small,Tier 3,Grocery Store,15
15.6,Low Fat,0.172946916,Fruits and Vegetables,114.1518,Small,Tier 2,Supermarket Type1,11
13.35,Low Fat,0.048075743000000004,Breads,217.6166,Medium,Tier 3,Supermarket Type2,4
11.3,Regular,0.091310237,Meat,96.9094,Small,Tier 3,Grocery Store,15
11.0,Non-Edible,0.055162827,Health and Hygiene,100.3358,Medium,Tier 3,Supermarket Type2,4
6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,Small,Tier 2,Supermarket Type1,6
18.6,Low Fat,0.134564284,Snack Foods,159.8236,Small,Tier 1,Grocery Store,28
13.0,Regular,0.123089128,Snack Foods,63.6484,Small,Tier 1,Grocery Store,28
15.7,Non-Edible,0.055990291,Health and Hygiene,153.2024,Small,Tier 1,Supermarket Type1,16
9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,High,Tier 3,Supermarket Type1,26
20.75,Low Fat,0.108710162,Snack Foods,161.7578,Small,Tier 1,Supermarket Type1,16
20.85,Low Fat,0.097770004,Starchy Foods,222.8746,Medium,Tier 1,Supermarket Type1,14
8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,Small,Tier 1,Supermarket Type1,16
9.0,Low Fat,0.038892859,Soft Drinks,36.119,High,Tier 3,Supermarket Type1,26
6.035,Regular,0.066051758,Baking Goods,187.724,Medium,Tier 3,Supermarket Type2,4
10.1,Low Fat,0.046584552,Hard Drinks,61.2878,Small,Tier 1,Supermarket Type1,16
8.06,Low Fat,0.021409913,Breakfast,232.7326,Medium,Tier 3,Supermarket Type2,4
11.3,Low Fat,0.0564294815,Baking Goods,245.2118,Small,Tier 2,Supermarket Type1,11
11.1,Low Fat,0.135416391,Snack Foods,218.3482,Small,Tier 2,Supermarket Type1,11
10.3,Regular,0.058778429,Fruits and Vegetables,187.853,High,Tier 3,Supermarket Type1,26
15.35,Low Fat,0.013951504,Frozen Foods,36.719,Medium,Tier 3,Supermarket Type3,28
9.695,Low Fat,0.129889831,Fruits and Vegetables,185.3898,High,Tier 3,Supermarket Type1,26
17.75,Low Fat,0.054806734,Fruits and Vegetables,145.1444,Medium,Tier 3,Supermarket Type3,28
17.5,Low Fat,0.026925385,Frozen Foods,264.391,Small,Tier 2,Supermarket Type1,11
19.35,Regular,0.062625641,Baking Goods,165.3184,Medium,Tier 1,Supermarket Type1,14
7.75,Regular,0.083059634,Frozen Foods,35.7558,Medium,Tier 1,Supermarket Type1,14
11.15,Low Fat,0.120139206,Dairy,45.0744,Medium,Tier 1,Supermarket Type1,14
12.5,Regular,0.110614538,Fruits and Vegetables,80.6592,Small,Tier 2,Supermarket Type1,6
15.2,Low Fat,0.021240491,Canned,216.9824,Medium,Tier 1,Supermarket Type1,14
18.7,Regular,0.070691729,Frozen Foods,230.201,Small,Tier 1,Supermarket Type1,16
7.26,Low Fat,0.014505108,Meat,118.415,Small,Tier 2,Supermarket Type1,6
18.35,Low Fat,0.015335349,Hard Drinks,106.6938,Small,Tier 2,Supermarket Type1,11
10.895,Low Fat,0.035740763,Fruits and Vegetables,131.9284,Small,Tier 2,Supermarket Type1,9
10.65,Low Fat,0.024069113,Fruits and Vegetables,57.1272,Small,Tier 2,Supermarket Type1,9
14.15,Regular,0.024454052,Fruits and Vegetables,197.211,Small,Tier 2,Supermarket Type1,11
15.0,Low Fat,0.046375227,Breads,122.8414,Small,Tier 1,Supermarket Type1,16
14.5,Regular,0.041482394,Canned,40.0454,Small,Tier 2,Supermarket Type1,6
15.0,Non-Edible,0.071312064,Health and Hygiene,125.7362,High,Tier 3,Supermarket Type1,26
19.35,Low Fat,0.033275634,Meat,173.8738,Small,Tier 2,Supermarket Type1,6
19.85,Regular,0.020908608,Snack Foods,63.5194,Medium,Tier 1,Supermarket Type1,14
11.6,Regular,0.07760107,Frozen Foods,171.0106,Small,Tier 2,Supermarket Type1,6
19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,Medium,Tier 3,Supermarket Type2,4
13.15,Low Fat,0.056429024,Soft Drinks,144.2812,Small,Tier 1,Supermarket Type1,16
12.65,Low Fat,0.062878412,Soft Drinks,160.9578,Small,Tier 2,Supermarket Type1,9
9.5,Low Fat,0.041951439,Soft Drinks,32.89,Small,Tier 3,Grocery Store,15
5.925,Regular,0.161466534,Dairy,45.5086,Small,Tier 3,Grocery Store,15
17.85,Low Fat,0.037885683,Soft Drinks,190.4188,Medium,Tier 1,Supermarket Type1,14
12.85,Low Fat,0.030678825,Starchy Foods,251.704,Small,Tier 2,Supermarket Type1,11
6.59,Non-Edible,0.026163192,Household,121.5098,High,Tier 3,Supermarket Type1,26
6.96,Low Fat,0.0772718365,Soft Drinks,89.4146,Medium,Tier 3,Supermarket Type3,28
13.5,Low Fat,0.094366079,Soft Drinks,190.9872,Medium,Tier 1,Supermarket Type1,14
9.8,Low Fat,0.026950104,Meat,128.402,Medium,Tier 3,Supermarket Type2,4
18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,Small,Tier 2,Supermarket Type1,6
19.7,Regular,0.018061324,Meat,102.599,Small,Tier 2,Supermarket Type1,11
11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,Small,Tier 1,Grocery Store,28
12.8,Regular,0.023567538,Meat,226.8404,Medium,Tier 1,Supermarket Type1,14
6.11,Regular,0.103129612,Fruits and Vegetables,129.5968,Small,Tier 2,Supermarket Type1,11
17.6,Low Fat,0.010037996,Snack Foods,163.5552,Small,Tier 2,Supermarket Type1,9
20.35,Regular,0.030927632,Dairy,256.8672,Small,Tier 1,Supermarket Type1,16
9.395,Regular,0.109713464,Soft Drinks,41.3112,Small,Tier 2,Supermarket Type1,6
5.0,Low Fat,0.044004675,Soft Drinks,190.453,Small,Tier 3,Grocery Store,15
8.315,Regular,0.035399923,Baking Goods,144.5444,Medium,Tier 3,Supermarket Type3,28
11.3,Non-Edible,0.066668724,Household,192.4478,Small,Tier 2,Supermarket Type1,9
5.035,Regular,0.079844043,Breads,226.3036,High,Tier 3,Supermarket Type1,26
19.2,Low Fat,0.100074524,Frozen Foods,110.2886,Small,Tier 1,Supermarket Type1,16
10.0,Low Fat,0.038685802,Fruits and Vegetables,243.8144,Small,Tier 1,Supermarket Type1,16
15.85,Low Fat,0.08139146,Breads,177.837,Medium,Tier 3,Supermarket Type3,28
16.75,Low Fat,0.06063976,Dairy,173.0106,Medium,Tier 1,Supermarket Type1,14
7.56,Low Fat,0.111654545,Frozen Foods,157.063,Small,Tier 1,Grocery Store,28
12.5,Non-Edible,0.018757586,Health and Hygiene,96.9384,Medium,Tier 3,Supermarket Type3,28
13.1,Low Fat,0.075695552,Dairy,168.4158,Medium,Tier 1,Supermarket Type1,14
8.895,Regular,0.137618927,Frozen Foods,161.5236,Small,Tier 2,Supermarket Type1,9
19.35,Regular,0.039895009,Soft Drinks,162.4868,High,Tier 3,Supermarket Type1,26
17.6,Regular,0.076552407,Meat,110.5202,Small,Tier 2,Supermarket Type1,6
8.185,Low Fat,0.046259036,Fruits and Vegetables,47.4692,Medium,Tier 3,Supermarket Type3,28
9.6,Non-Edible,0.024358634,Health and Hygiene,190.4214,Medium,Tier 3,Supermarket Type3,28
11.6,Low Fat,0.040911824,Soft Drinks,142.3154,High,Tier 3,Supermarket Type1,26
16.75,Low Fat,0.105448901,Snack Foods,156.163,Small,Tier 2,Supermarket Type1,6
16.5,Non-Edible,0.035801238,Health and Hygiene,92.612,Medium,Tier 3,Supermarket Type2,4
20.35,Low Fat,0.141789197,Snack Foods,121.9072,Small,Tier 2,Supermarket Type1,9
9.3,Low Fat,0.175336471,Snack Foods,107.0964,Small,Tier 2,Supermarket Type1,6
13.65,Low Fat,0.015943701,Breads,231.9668,Small,Tier 2,Supermarket Type1,11
16.7,Regular,0.062170334,Snack Foods,60.9562,Small,Tier 2,Supermarket Type1,11
19.6,Non-Edible,0.069112952,Household,90.1514,Small,Tier 3,Grocery Store,15
9.6,Low Fat,0.035406842,Snack Foods,244.317,Medium,Tier 3,Supermarket Type3,28
12.6,Low Fat,0.05616476,Seafood,51.8982,Medium,Tier 1,Supermarket Type1,14
16.85,Low Fat,0.036359891,Snack Foods,90.7488,High,Tier 3,Supermarket Type1,26
19.35,Low Fat,0.118102769,Snack Foods,224.8088,Small,Tier 1,Supermarket Type1,16
13.5,Regular,0.21561193,Starchy Foods,98.6068,Small,Tier 3,Grocery Store,15
8.655,Regular,0.088121336,Snack Foods,119.7756,High,Tier 3,Supermarket Type1,26
16.35,Non-Edible,0.058034349,Household,124.802,Small,Tier 3,Grocery Store,15
17.1,Low Fat,0.054197299,Breads,83.5566,Small,Tier 2,Supermarket Type1,9
7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162,Medium,Tier 1,Supermarket Type1,14
18.7,Low Fat,0.02442574,Soft Drinks,52.9324,Small,Tier 3,Grocery Store,15
10.195,Regular,0.045073782,Fruits and Vegetables,119.1808,Small,Tier 2,Supermarket Type1,11
7.405,Low Fat,0.015334003,Canned,92.7146,Medium,Tier 3,Supermarket Type2,4
8.895,Regular,0.087894475,Snack Foods,121.173,Medium,Tier 3,Supermarket Type3,28
5.21,Non-Edible,0.011007815,Household,259.5962,Small,Tier 2,Supermarket Type1,9
5.825,Non-Edible,0.091467933,Household,159.7894,Small,Tier 2,Supermarket Type1,9
18.75,Low Fat,0.041740624,Dairy,98.3042,Small,Tier 1,Grocery Store,28
14.85,Regular,0.035257037,Fruits and Vegetables,161.2578,Small,Tier 1,Supermarket Type1,16
17.6,Non-Edible,0.074522745,Household,228.801,Medium,Tier 1,Supermarket Type1,14
14.15,Low Fat,0.035016754,Snack Foods,245.3828,Medium,Tier 3,Supermarket Type2,4
20.2,Regular,0.11679292,Baking Goods,196.211,Medium,Tier 3,Supermarket Type3,28
15.7,Non-Edible,0.161317495,Household,57.5562,Medium,Tier 3,Supermarket Type2,4
15.1,Low Fat,0.076505799,Baking Goods,91.583,Small,Tier 2,Supermarket Type1,6
12.6,Low Fat,0.087029712,Fruits and Vegetables,109.2228,Medium,Tier 3,Supermarket Type3,28
9.1,Non-Edible,0.080619969,Household,47.4718,Medium,Tier 3,Supermarket Type2,4
12.85,Low Fat,0.213125482,Snack Foods,44.9428,Small,Tier 1,Grocery Store,28
8.93,Non-Edible,0.013179388,Household,55.1614,Small,Tier 1,Supermarket Type1,16
9.195,Non-Edible,0.048134591,Household,107.7622,Medium,Tier 1,Supermarket Type1,14
15.1,Low Fat,0.166609517,Baking Goods,157.6604,Small,Tier 1,Grocery Store,28
11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,Small,Tier 1,Supermarket Type1,16
17.75,Non-Edible,0.097629611,Health and Hygiene,240.4196,High,Tier 3,Supermarket Type1,26
10.5,Regular,0.11733375,Baking Goods,164.121,Small,Tier 2,Supermarket Type1,6
12.15,Regular,0.058756205,Fruits and Vegetables,161.0552,Small,Tier 2,Supermarket Type1,6
17.6,Low Fat,0.104791689,Snack Foods,165.2868,High,Tier 3,Supermarket Type1,26
11.65,Low Fat,0.304737387,Dairy,54.7298,Small,Tier 1,Grocery Store,28
8.5,Low Fat,0.171383506,Canned,50.5324,Small,Tier 1,Grocery Store,28
16.35,Non-Edible,0.02930277,Household,256.1646,Medium,Tier 3,Supermarket Type3,28
17.75,Non-Edible,0.110762642,Others,108.5912,Medium,Tier 3,Supermarket Type3,28
18.25,Low Fat,0.07784544,Snack Foods,260.5962,Medium,Tier 1,Supermarket Type1,14
13.85,Regular,0.025891588,Frozen Foods,165.121,Small,Tier 2,Supermarket Type1,9
7.235,Low Fat,0.058121214,Snack Foods,115.1834,Small,Tier 2,Supermarket Type1,11
11.35,Regular,0.045063137,Snack Foods,103.0016,Small,Tier 2,Supermarket Type1,9
14.0,Regular,0.037734782,Frozen Foods,166.4526,Small,Tier 2,Supermarket Type1,6
16.0,Regular,0.099271209,Frozen Foods,88.5856,Small,Tier 1,Supermarket Type1,16
13.65,Regular,0.072912432,Frozen Foods,198.4426,Small,Tier 1,Supermarket Type1,16
9.195,Regular,0.04712061,Frozen Foods,53.1666,Small,Tier 1,Supermarket Type1,16
12.3,Non-Edible,0.052458358,Household,188.753,High,Tier 3,Supermarket Type1,26
14.85,Low Fat,0.01867669,Canned,188.7214,Small,Tier 2,Supermarket Type1,6
14.8,Low Fat,0.04487828,Soft Drinks,75.467,Small,Tier 1,Supermarket Type1,16
19.6,Regular,0.128011859,Snack Foods,166.8816,Small,Tier 2,Supermarket Type1,9
12.5,Low Fat,0.071354774,Starchy Foods,127.102,Small,Tier 2,Supermarket Type1,6
20.25,Regular,0.03941584,Dairy,247.8092,Small,Tier 1,Grocery Store,28
9.3,Low Fat,0.028683422,Baking Goods,195.8136,Small,Tier 2,Supermarket Type1,6
17.1,Regular,0.046881328,Canned,141.3838,Medium,Tier 1,Supermarket Type1,14
19.35,Regular,0.018591464,Snack Foods,112.9544,Medium,Tier 1,Supermarket Type1,14
16.35,Regular,0.062109174,Fruits and Vegetables,223.7062,Medium,Tier 3,Supermarket Type3,28
17.25,Regular,0.278730642,Fruits and Vegetables,63.2194,Small,Tier 1,Grocery Store,28
7.42,Low Fat,0.02050719,Snack Foods,249.7092,Small,Tier 2,Supermarket Type1,6
20.75,Low Fat,0.021293097,Soft Drinks,151.9024,Small,Tier 2,Supermarket Type1,11
6.215,Regular,0.049902382,Baking Goods,225.8062,Small,Tier 2,Supermarket Type1,6
9.6,Low Fat,0.096689673,Soft Drinks,166.5158,Medium,Tier 1,Supermarket Type1,14
20.0,Non-Edible,0.05848134,Health and Hygiene,113.3544,Small,Tier 1,Supermarket Type1,16
5.73,Low Fat,0.045556681,Soft Drinks,85.3882,Medium,Tier 3,Supermarket Type2,4
12.8,Low Fat,0.075691713,Fruits and Vegetables,98.241,Medium,Tier 3,Supermarket Type3,28
16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,Medium,Tier 1,Supermarket Type1,14
17.75,Non-Edible,0.163548055,Health and Hygiene,239.3196,Small,Tier 3,Grocery Store,15
14.3,Low Fat,0.130946374,Baking Goods,76.7328,Medium,Tier 3,Supermarket Type2,4
18.25,Low Fat,0.012300013,Fruits and Vegetables,160.4894,Small,Tier 2,Supermarket Type1,11
19.0,Regular,0.173154079,Fruits and Vegetables,228.272,Small,Tier 3,Grocery Store,15
10.0,Non-Edible,0.149223055,Health and Hygiene,145.8102,Small,Tier 3,Grocery Store,15
7.5,Low Fat,0.03269312,Frozen Foods,238.7906,Small,Tier 2,Supermarket Type1,11
7.3,Low Fat,0.086132373,Frozen Foods,148.8076,Small,Tier 1,Supermarket Type1,16
12.65,Non-Edible,0.042296724,Household,106.3938,Small,Tier 2,Supermarket Type1,11
12.8,Low Fat,0.116527666,Starchy Foods,261.4252,Small,Tier 3,Grocery Store,15
20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,Medium,Tier 1,Supermarket Type1,14
12.85,Low Fat,0.1376140285,Snack Foods,155.463,Small,Tier 2,Supermarket Type1,9
8.975,Regular,0.009014978,Canned,102.699,Medium,Tier 3,Supermarket Type3,28
6.135,Low Fat,0.078957122,Soft Drinks,111.986,Small,Tier 2,Supermarket Type1,9
20.75,Low Fat,0.181958524,Snack Foods,161.0578,Small,Tier 3,Grocery Store,15
5.5,Non-Edible,0.047290068,Others,100.5016,Medium,Tier 3,Supermarket Type2,4
20.2,Regular,0.059511812,Fruits and Vegetables,128.0678,Medium,Tier 3,Supermarket Type3,28
13.8,Low Fat,0.097611115,Dairy,54.893,Small,Tier 2,Supermarket Type1,6
15.35,Low Fat,0.161350176,Soft Drinks,196.6768,Small,Tier 3,Grocery Store,15
19.5,Low Fat,0.128728258,Breads,155.3314,Medium,Tier 3,Supermarket Type2,4
15.85,Non-Edible,0.020388413,Household,44.4112,Medium,Tier 3,Supermarket Type3,28
5.78,Low Fat,0.014577695,Soft Drinks,147.2102,Medium,Tier 1,Supermarket Type1,14
6.895,Low Fat,0.022441883,Meat,143.8812,High,Tier 3,Supermarket Type1,26
17.75,Low Fat,0.030497325,Dairy,256.9672,Small,Tier 2,Supermarket Type1,11
11.395,Regular,0.069728296,Meat,233.9616,Small,Tier 2,Supermarket Type1,11
14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,Medium,Tier 1,Supermarket Type1,14
10.195,Low Fat,0.126897925,Canned,110.6886,Medium,Tier 3,Supermarket Type2,4
15.0,Non-Edible,0.044978225,Health and Hygiene,140.8838,Medium,Tier 1,Supermarket Type1,14
7.405,Low Fat,0.159165324,Dairy,205.7296,Small,Tier 2,Supermarket Type1,6
19.6,Regular,0.22417463,Snack Foods,168.8816,Small,Tier 1,Grocery Store,28
6.115,Regular,0.007038478,Soft Drinks,189.253,High,Tier 3,Supermarket Type1,26
17.85,Regular,0.081605462,Fruits and Vegetables,122.3388,Small,Tier 1,Grocery Store,28
20.2,Non-Edible,0.196659953,Household,125.8046,Small,Tier 1,Grocery Store,28
15.35,Low Fat,0.02346559,Frozen Foods,35.219,Small,Tier 3,Grocery Store,15
11.1,Non-Edible,0.033081389,Household,116.5124,High,Tier 3,Supermarket Type1,26
11.0,Regular,0.133034816,Canned,222.0798,High,Tier 3,Supermarket Type1,26
12.3,Low Fat,0.069852615,Soft Drinks,107.4938,Small,Tier 2,Supermarket Type1,6
19.2,Non-Edible,0.182501773,Others,239.2196,High,Tier 3,Supermarket Type1,26
20.25,Non-Edible,0.014222617,Household,148.9418,Small,Tier 1,Supermarket Type1,16
19.1,Regular,0.025867261,Fruits and Vegetables,147.6418,Small,Tier 2,Supermarket Type1,9
17.7,Non-Edible,0.051146565,Household,127.3678,Medium,Tier 3,Supermarket Type2,4
17.85,Non-Edible,0.017936715,Health and Hygiene,93.7094,Medium,Tier 3,Supermarket Type3,28
7.22,Regular,0.038398937,Baking Goods,61.951,Small,Tier 2,Supermarket Type1,11
12.8,Regular,0.039385992,Meat,224.8404,Small,Tier 3,Grocery Store,15
6.885,Regular,0.140292495,Canned,108.5228,Small,Tier 2,Supermarket Type1,11
11.35,Low Fat,0.030981392,Snack Foods,51.9008,Small,Tier 2,Supermarket Type1,6
13.15,Regular,0.165221717,Fruits and Vegetables,172.0764,High,Tier 3,Supermarket Type1,26
17.35,Non-Edible,0.020460284,Others,81.7618,Medium,Tier 3,Supermarket Type3,28
12.6,Regular,0.063054947,Frozen Foods,102.399,Small,Tier 2,Supermarket Type1,6
10.0,Non-Edible,0.073024401,Health and Hygiene,121.844,Medium,Tier 3,Supermarket Type3,28
5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,Medium,Tier 3,Supermarket Type2,4
6.135,Regular,0.079327367,Baking Goods,152.8366,Small,Tier 1,Supermarket Type1,16
16.75,Non-Edible,0.075735621,Health and Hygiene,34.5532,Small,Tier 1,Supermarket Type1,16
17.5,Low Fat,0.016760075,Meat,141.618,Medium,Tier 1,Supermarket Type1,14
17.7,Low Fat,0.029914022,Snack Foods,166.2816,High,Tier 3,Supermarket Type1,26
16.2,Low Fat,0.035737373,Fruits and Vegetables,260.6278,Medium,Tier 3,Supermarket Type3,28
19.0,Regular,0.114916546,Fruits and Vegetables,188.4214,Small,Tier 1,Grocery Store,28
6.48,Low Fat,0.033899898,Snack Foods,146.9076,Small,Tier 1,Supermarket Type1,16
12.8,Regular,0.023530953,Meat,223.5404,Small,Tier 1,Supermarket Type1,16
18.35,Regular,0.165101585,Fruits and Vegetables,87.7882,Small,Tier 1,Grocery Store,28
7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,Medium,Tier 3,Supermarket Type2,4
11.0,Low Fat,0.008944844,Meat,122.3756,Small,Tier 2,Supermarket Type1,9
14.15,Low Fat,0.0359403185,Soft Drinks,40.5138,Small,Tier 1,Grocery Store,28
12.3,Low Fat,0.110735739,Baking Goods,35.2874,Medium,Tier 3,Supermarket Type3,28
7.72,Low Fat,0.051970838,Fruits and Vegetables,79.7986,Small,Tier 2,Supermarket Type1,9
11.8,Regular,0.187443314,Dairy,220.4772,Small,Tier 1,Grocery Store,28
7.435,Low Fat,0.084452363,Starchy Foods,165.2158,Small,Tier 1,Supermarket Type1,16
16.75,Low Fat,0.060252433,Dairy,170.7106,Medium,Tier 3,Supermarket Type3,28
10.895,Low Fat,0.065041581,Fruits and Vegetables,196.3794,Small,Tier 2,Supermarket Type1,6
12.1,Regular,0.061163967,Soft Drinks,56.5614,Small,Tier 2,Supermarket Type1,9
9.1,Regular,0.081652352,Breads,177.0054,Small,Tier 2,Supermarket Type1,9
16.5,Regular,0.066352552,Breakfast,181.2292,Medium,Tier 1,Supermarket Type1,14
6.85,Low Fat,0.03830192,Frozen Foods,261.2594,Small,Tier 3,Grocery Store,15
15.1,Non-Edible,0.055840055,Household,139.8496,Small,Tier 1,Supermarket Type1,16
6.13,Low Fat,0.178923163,Fruits and Vegetables,55.7298,Small,Tier 1,Grocery Store,28
6.655,Low Fat,0.016944719,Fruits and Vegetables,209.2586,High,Tier 3,Supermarket Type1,26
11.3,Regular,0.054288646,Meat,96.6094,Medium,Tier 3,Supermarket Type3,28
11.6,Regular,0.078547351,Frozen Foods,79.3276,Medium,Tier 3,Supermarket Type3,28
9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,Small,Tier 3,Grocery Store,15
12.65,Low Fat,0.123007534,Meat,106.0938,Small,Tier 2,Supermarket Type1,9
10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,Small,Tier 3,Grocery Store,15
18.75,Non-Edible,0.010363586,Household,207.1954,Small,Tier 2,Supermarket Type1,9
4.59,Low Fat,0.0704378,Soft Drinks,112.886,Medium,Tier 3,Supermarket Type3,28
14.0,Regular,0.041949832,Snack Foods,54.064,Small,Tier 2,Supermarket Type1,9
15.5,Low Fat,0.053113721,Soft Drinks,44.377,Medium,Tier 3,Supermarket Type3,28
10.5,Regular,0.093746136,Snack Foods,211.9244,Small,Tier 2,Supermarket Type1,9
6.85,Low Fat,0.022878953,Frozen Foods,262.3594,Small,Tier 2,Supermarket Type1,9
20.25,Regular,0.07614605,Dairy,197.0794,Small,Tier 2,Supermarket Type1,9
11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,Small,Tier 2,Supermarket Type1,6
11.6,Low Fat,0.017744999,Canned,177.9686,Small,Tier 1,Supermarket Type1,16
9.395,Low Fat,0.103731617,Snack Foods,236.9932,Small,Tier 2,Supermarket Type1,9
11.8,Low Fat,0.121848436,Fruits and Vegetables,45.5402,Medium,Tier 1,Supermarket Type1,14
9.8,Regular,0.072990979,Snack Foods,121.6098,Medium,Tier 1,Supermarket Type1,14
19.5,Low Fat,0.082536604,Canned,177.2002,Small,Tier 2,Supermarket Type1,9
17.25,Low Fat,0.084496432,Soft Drinks,263.591,Small,Tier 2,Supermarket Type1,11
5.82,Non-Edible,0.080968973,Household,171.379,Medium,Tier 3,Supermarket Type2,4
21.1,Non-Edible,0.01055095,Household,234.9958,Medium,Tier 3,Supermarket Type3,28
18.7,Low Fat,0.014580886,Soft Drinks,50.2324,High,Tier 3,Supermarket Type1,26
11.85,Low Fat,0.132939639,Dairy,98.0726,Small,Tier 2,Supermarket Type1,11
15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,Medium,Tier 3,Supermarket Type2,4
12.1,Low Fat,0.016826748,Hard Drinks,179.166,Small,Tier 1,Supermarket Type1,16
10.1,Regular,0.045763062,Snack Foods,38.4848,Medium,Tier 1,Supermarket Type1,14
10.1,Low Fat,0.027217468,Meat,76.067,Small,Tier 2,Supermarket Type1,6
10.5,Regular,0.066315023,Starchy Foods,78.296,Small,Tier 2,Supermarket Type1,11
16.85,Regular,0.159081735,Frozen Foods,193.5478,Medium,Tier 3,Supermarket Type3,28
16.75,Regular,0.008191729,Canned,103.5674,Small,Tier 1,Supermarket Type1,16
5.485,Non-Edible,0.071557769,Health and Hygiene,165.7842,Small,Tier 3,Grocery Store,15
7.55,Low Fat,0.027212058,Canned,152.734,Medium,Tier 1,Supermarket Type1,14
20.25,Regular,0.011995271,Canned,184.5924,Small,Tier 1,Supermarket Type1,16
17.35,Regular,0.041538713,Frozen Foods,93.1804,Medium,Tier 1,Supermarket Type1,14
7.894999999999999,Regular,0.094109236,Breakfast,102.9332,Medium,Tier 3,Supermarket Type3,28
18.6,Low Fat,0.039355947,Frozen Foods,246.3802,Medium,Tier 1,Supermarket Type1,14
11.65,Low Fat,0.033858187,Seafood,113.386,Small,Tier 1,Supermarket Type1,16
