Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
8.63,Regular,0.047329385,Canned,174.1422,Small,Tier 3,Grocery Store,15,517.3266
6.63,Regular,0.103517853,Baking Goods,164.95,Medium,Tier 3,Supermarket Type3,28,4161.25
7.09,Low Fat,0.00720931,Baking Goods,48.1034,High,Tier 3,Supermarket Type1,26,1069.2748
15.85,Low Fat,0.069240685,Breads,217.5166,Small,Tier 2,Supermarket Type1,11,653.1498
7.71,Regular,0.047588696,Dairy,122.4756,Small,Tier 1,Supermarket Type1,16,605.878
9.0,Low Fat,0.081943273,Frozen Foods,214.5534,High,Tier 3,Supermarket Type1,26,3440.8544
9.395,Regular,0.109096371,Soft Drinks,44.6112,Small,Tier 1,Supermarket Type1,16,511.3344
21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,Small,Tier 1,Supermarket Type1,16,639.168
16.0,Regular,0.116063284,Fruits and Vegetables,59.1246,Medium,Tier 3,Supermarket Type2,4,753.0198
14.5,Regular,0.128520186,Baking Goods,101.4332,Small,Tier 2,Supermarket Type1,11,1948.1308
19.75,Low Fat,0.033883448,Snack Foods,213.2902,Small,Tier 2,Supermarket Type1,9,4247.804
9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,Small,Tier 2,Supermarket Type1,11,1340.2554
5.82,Non-Edible,0.080804019,Household,171.479,Small,Tier 2,Supermarket Type1,11,4074.696
6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,Medium,Tier 3,Supermarket Type2,4,1426.1436
7.75,Regular,0.082861686,Frozen Foods,32.6558,High,Tier 3,Supermarket Type1,26,679.116
8.645,Low Fat,0.021581922,Canned,53.3982,Small,Tier 2,Supermarket Type1,9,1209.7586
9.195,Low Fat,0.101500374,Baking Goods,45.2744,Small,Tier 2,Supermarket Type1,11,679.116
9.195,Regular,0.117484834,Snack Foods,158.5578,Small,Tier 1,Supermarket Type1,16,2406.867
8.655,Regular,0.08819473,Snack Foods,119.6756,Small,Tier 1,Supermarket Type1,16,2423.512
15.6,Regular,0.035334201,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type3,28,2277.036
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Small,Tier 1,Supermarket Type1,16,3523.4136
8.27,Regular,0.089554186,Snack Foods,150.8708,Small,Tier 1,Supermarket Type1,16,2407.5328
5.845,Regular,0.104998144,Frozen Foods,213.2218,Small,Tier 2,Supermarket Type1,9,7266.5412
15.25,Non-Edible,0.061308889,Household,128.8968,Small,Tier 2,Supermarket Type1,11,2348.9424
6.695,Low Fat,0.075871345,Starchy Foods,191.882,High,Tier 3,Supermarket Type1,26,3861.64
11.6,Regular,0.156802171,Breakfast,168.0474,Small,Tier 2,Supermarket Type1,9,4379.6324
19.6,Regular,0.127929521,Snack Foods,167.4816,High,Tier 3,Supermarket Type1,26,3691.1952
20.2,Low Fat,0.064351908,Snack Foods,259.4646,Small,Tier 2,Supermarket Type1,9,2061.3168
6.42,Low Fat,0.053426165,Dairy,178.7002,High,Tier 3,Supermarket Type1,26,4477.505
16.2,Low Fat,0.03338006,Soft Drinks,74.0696,Small,Tier 1,Supermarket Type1,16,1416.8224
18.2,Low Fat,0.012597384,Snack Foods,141.218,High,Tier 3,Supermarket Type1,26,2936.178
14.75,Non-Edible,0.033076388,Health and Hygiene,237.2906,Small,Tier 2,Supermarket Type1,6,3089.9778
17.6,Low Fat,0.056281276,Frozen Foods,40.3454,Small,Tier 2,Supermarket Type1,9,796.9626
11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,Medium,Tier 1,Supermarket Type1,14,4231.8248
16.7,Non-Edible,0.026771204,Household,246.3776,Small,Tier 2,Supermarket Type1,6,1981.4208
17.6,Regular,0.016092971,Breads,45.8402,Medium,Tier 3,Supermarket Type2,4,1102.5648
12.35,Low Fat,0.100164204,Fruits and Vegetables,113.6518,Medium,Tier 3,Supermarket Type2,4,1593.9252
16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,High,Tier 3,Supermarket Type1,26,4288.4178
7.5,Low Fat,0.051038045,Canned,121.7072,Small,Tier 2,Supermarket Type1,6,3552.7088
20.7,Low Fat,0.042923652,Dairy,178.3028,Small,Tier 2,Supermarket Type1,11,1062.6168
6.985,Regular,0.137366883,Meat,184.9608,Small,Tier 1,Supermarket Type1,16,3858.9768
7.72,Regular,0.074669288,Breads,76.3986,High,Tier 3,Supermarket Type1,26,1402.1748
14.1,Low Fat,0.111936685,Snack Foods,198.8084,Small,Tier 3,Grocery Store,15,992.042
12.1,Low Fat,0.148986013,Fruits and Vegetables,106.528,Medium,Tier 3,Supermarket Type2,4,1171.808
6.13,Low Fat,0.076855207,Dairy,60.1536,High,Tier 3,Supermarket Type1,26,1102.5648
16.0,Low Fat,0.076483451,Fruits and Vegetables,43.4086,Medium,Tier 3,Supermarket Type3,28,847.5634
18.0,Low Fat,0.124959013,Frozen Foods,116.5124,Medium,Tier 3,Supermarket Type2,4,355.5372
7.42,Regular,0.021573645,Seafood,184.6582,Small,Tier 1,Supermarket Type1,16,5015.4714
19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,Small,Tier 2,Supermarket Type1,11,2828.3184
6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,Medium,Tier 3,Supermarket Type2,4,808.947
18.2,Low Fat,0.08982696,Fruits and Vegetables,197.111,High,Tier 3,Supermarket Type1,26,589.233
19.2,Regular,0.09444959,Frozen Foods,187.8214,Small,Tier 2,Supermarket Type1,6,4710.535
20.85,Low Fat,0.039555016,Meat,116.8808,Small,Tier 2,Supermarket Type1,9,820.2656
8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,Small,Tier 2,Supermarket Type1,11,3153.2288
19.6,Low Fat,0.039569689,Snack Foods,165.9526,Small,Tier 2,Supermarket Type1,9,2631.2416
10.8,Low Fat,0.098814721,Meat,100.5042,Medium,Tier 3,Supermarket Type2,4,1884.8798
6.4,Low Fat,0.148392623,Frozen Foods,41.5796,Small,Tier 1,Grocery Store,28,41.2796
12.15,Non-Edible,0.064909127,Others,254.904,Small,Tier 1,Supermarket Type1,16,4048.064
17.6,Low Fat,0.048830264,Snack Foods,113.1176,Medium,Tier 3,Supermarket Type3,28,2404.8696
11.8,Non-Edible,0.022843501,Health and Hygiene,177.8686,Small,Tier 1,Supermarket Type1,16,4621.9836
16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,Small,Tier 2,Supermarket Type1,6,1419.4856
20.7,Low Fat,0.021552357,Baking Goods,157.0288,Small,Tier 2,Supermarket Type1,6,2985.4472
6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,Small,Tier 1,Supermarket Type1,16,4221.172
12.1,Low Fat,0.030297819,Canned,74.767,Small,Tier 2,Supermarket Type1,6,1454.773
15.7,Low Fat,0.12898088,Baking Goods,250.4724,Small,Tier 1,Grocery Store,28,251.6724
16.1,Low Fat,0.100149459,Fruits and Vegetables,78.4328,High,Tier 3,Supermarket Type1,26,1158.492
4.555,Regular,0.034328578,Frozen Foods,110.1544,High,Tier 3,Supermarket Type1,26,1230.3984
19.0,Low Fat,0.111381428,Frozen Foods,106.7622,Medium,Tier 3,Supermarket Type3,28,2964.1416
11.3,Regular,0.067001825,Frozen Foods,259.1962,Medium,Tier 3,Supermarket Type2,4,5438.9202
7.97,Regular,0.04021623,Meat,90.4514,Small,Tier 2,Supermarket Type1,6,1328.271
6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,Small,Tier 2,Supermarket Type1,9,1024.6662
9.195,Regular,0.064113698,Frozen Foods,86.5566,Medium,Tier 1,Supermarket Type1,14,1183.7924
14.8,Low Fat,0.081168135,Meat,189.3846,High,Tier 3,Supermarket Type1,26,4777.115
9.285,Regular,0.021020957,Snack Foods,161.5578,Small,Tier 1,Supermarket Type1,16,4653.2762
9.0,Regular,0.069031467,Breakfast,55.0614,High,Tier 3,Supermarket Type1,26,442.0912
10.5,Non-Edible,0.011278535,Household,237.0248,High,Tier 3,Supermarket Type1,26,5451.5704
8.67,Low Fat,0.065119701,Soft Drinks,145.7128,Medium,Tier 3,Supermarket Type3,28,4026.7584
8.945,Regular,0.153456703,Dairy,264.091,Small,Tier 1,Grocery Store,28,262.991
15.1,Regular,0.019837655,Frozen Foods,128.131,Medium,Tier 3,Supermarket Type3,28,1687.803
12.0,Non-Edible,0.104230135,Health and Hygiene,259.5278,Small,Tier 1,Supermarket Type1,16,2603.278
15.35,Non-Edible,0.015673267,Others,145.047,Small,Tier 2,Supermarket Type1,9,2719.793
16.1,Regular,0.159728395,Frozen Foods,34.3558,Small,Tier 1,Supermarket Type1,16,271.6464
13.1,Low Fat,0.006061565,Frozen Foods,188.9898,Small,Tier 2,Supermarket Type1,9,4303.0654
6.445,Low Fat,0.029812714,Baking Goods,95.4436,Medium,Tier 3,Supermarket Type2,4,1229.0668
12.5,Regular,0.109900843,Fruits and Vegetables,83.0592,High,Tier 3,Supermarket Type1,26,743.0328
13.5,Low Fat,0.0944847415,Soft Drinks,189.1872,Small,Tier 2,Supermarket Type1,9,1890.872
8.51,Non-Edible,0.016135764,Household,195.6478,Medium,Tier 1,Supermarket Type1,14,4262.4516
15.5,Regular,0.156797787,Snack Foods,148.6418,High,Tier 3,Supermarket Type1,26,3972.8286
13.5,Low Fat,0.021539999,Fruits and Vegetables,179.9976,High,Tier 3,Supermarket Type1,26,4889.6352
18.7,Low Fat,0.104591027,Frozen Foods,121.4072,High,Tier 3,Supermarket Type1,26,2450.144
21.35,Low Fat,0.068822477,Canned,258.3278,Small,Tier 1,Supermarket Type1,16,7028.8506
4.785,Low Fat,0.092516598,Breads,120.1098,High,Tier 3,Supermarket Type1,26,1325.6078
17.2,Low Fat,0.155541973,Meat,159.7578,Medium,Tier 3,Supermarket Type3,28,641.8312
12.3,Regular,0.058207114,Snack Foods,59.1562,Medium,Tier 1,Supermarket Type1,14,1185.124
19.35,Regular,0.065203103,Meat,166.0816,Medium,Tier 3,Supermarket Type3,28,5033.448
7.27,Regular,0.020844543,Canned,91.8488,Medium,Tier 3,Supermarket Type3,28,2716.464
14.85,Regular,0.054142088,Baking Goods,124.1072,Small,Tier 2,Supermarket Type1,6,1837.608
18.6,Non-Edible,0.012679226,Household,120.9414,Small,Tier 2,Supermarket Type1,11,2680.5108
10.895,Regular,0.009636821,Dairy,121.873,Medium,Tier 1,Supermarket Type1,14,2463.46
16.0,Non-Edible,0.072655379,Household,229.8668,Small,Tier 2,Supermarket Type1,9,4837.7028
14.1,Low Fat,0.066979957,Snack Foods,196.7084,Medium,Tier 1,Supermarket Type1,14,3174.5344
12.3,Non-Edible,0.076709639,Household,247.846,Small,Tier 2,Supermarket Type1,11,3448.844
16.75,Low Fat,0.12888573,Breads,88.7856,Small,Tier 2,Supermarket Type1,11,966.7416
19.85,Low Fat,0.045761855,Fruits and Vegetables,125.602,Small,Tier 2,Supermarket Type1,11,632.51
6.8,Low Fat,0.037573095,Baking Goods,50.2034,Small,Tier 2,Supermarket Type1,11,1166.4816
17.6,Low Fat,0.049167388,Snack Foods,114.9176,Small,Tier 2,Supermarket Type1,11,1946.7992
15.0,Low Fat,0.119131749,Snack Foods,226.9694,Small,Tier 2,Supermarket Type1,11,6851.082
19.35,Regular,0.018472714,Snack Foods,109.9544,Medium,Tier 3,Supermarket Type3,28,5257.1568
15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,Medium,Tier 1,Supermarket Type1,14,6189.2768
11.5,Low Fat,0.01484819,Starchy Foods,172.108,High,Tier 3,Supermarket Type1,26,2077.296
18.75,Low Fat,0.052800258,Snack Foods,193.2504,Small,Tier 2,Supermarket Type1,9,2684.5056
14.0,Non-Edible,0.028723187,Health and Hygiene,131.831,Medium,Tier 3,Supermarket Type3,28,3635.268
19.1,Non-Edible,0.178272728,Household,172.4422,Small,Tier 2,Supermarket Type1,6,1551.9798
19.6,Non-Edible,0.042324556,Health and Hygiene,150.9024,Small,Tier 3,Grocery Store,15,303.6048
7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,Small,Tier 1,Supermarket Type1,16,3983.4814
7.93,Low Fat,0.005547386,Frozen Foods,121.5414,Small,Tier 2,Supermarket Type1,9,1340.2554
9.195,Low Fat,0.015859294,Baking Goods,84.5592,Small,Tier 1,Supermarket Type1,16,2559.3352
18.75,Low Fat,0.05310896,Snack Foods,193.6504,Small,Tier 2,Supermarket Type1,6,2876.256
6.78,Regular,0.245407386,Baking Goods,92.812,Small,Tier 1,Grocery Store,28,93.212
13.6,Low Fat,0.117613212,Snack Foods,194.2136,Small,Tier 2,Supermarket Type1,9,2527.3768
7.39,Non-Edible,0.120467994,Others,145.147,Medium,Tier 1,Supermarket Type1,14,5296.439
8.3,Regular,0.052791124,Baking Goods,98.5384,Small,Tier 1,Grocery Store,28,591.2304
15.0,Low Fat,0.154301621,Starchy Foods,105.9938,Small,Tier 2,Supermarket Type1,11,428.7752
18.25,Low Fat,0.053971566,Snack Foods,141.2154,Medium,Tier 3,Supermarket Type3,28,3119.9388
15.0,Low Fat,0.208162156,Snack Foods,228.1694,Small,Tier 1,Grocery Store,28,228.3694
9.5,Low Fat,0.085223447,Hard Drinks,188.9872,Small,Tier 2,Supermarket Type1,6,1323.6104
5.695,Low Fat,0.109784056,Frozen Foods,256.0646,Small,Tier 3,Grocery Store,15,1288.323
14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,Medium,Tier 3,Supermarket Type2,4,874.8612
10.3,Regular,0.024998007,Baking Goods,174.4422,Medium,Tier 3,Supermarket Type2,4,3448.844
16.35,Low Fat,0.032671446,Meat,165.4842,Medium,Tier 3,Supermarket Type2,4,1492.0578
5.03,Non-Edible,0.008664064,Household,119.3756,Small,Tier 2,Supermarket Type1,11,605.878
8.85,Regular,0.112893431,Soft Drinks,123.3388,Small,Tier 2,Supermarket Type1,11,2972.1312
11.8,Regular,0.014075334,Frozen Foods,176.8344,High,Tier 3,Supermarket Type1,26,3568.688
8.89,Low Fat,0.009163216,Frozen Foods,101.7016,Small,Tier 3,Grocery Store,15,101.2016
16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,Small,Tier 2,Supermarket Type1,11,6358.39
5.92,Regular,0.019238942,Soft Drinks,49.8692,Small,Tier 2,Supermarket Type1,11,1133.1916
10.3,Regular,0.098464979,Fruits and Vegetables,188.653,Small,Tier 3,Grocery Store,15,189.753
15.2,Non-Edible,0.033735909,Household,110.9912,Medium,Tier 3,Supermarket Type2,4,1856.2504
12.3,Non-Edible,0.052502049,Household,190.853,Small,Tier 1,Supermarket Type1,16,4364.319
18.1,Non-Edible,0.048940428,Household,127.5336,Small,Tier 1,Supermarket Type1,16,1789.6704
13.0,Non-Edible,0.082440705,Household,61.3194,Medium,Tier 3,Supermarket Type3,28,2043.3402
18.5,Non-Edible,0.03391645,Others,130.9284,High,Tier 3,Supermarket Type1,26,1713.7692
10.895,Low Fat,0.026749991,Frozen Foods,106.928,Medium,Tier 3,Supermarket Type3,28,2876.256
19.6,Low Fat,0.03395415,Soft Drinks,56.4614,Medium,Tier 1,Supermarket Type1,14,773.6596
20.35,Regular,0.150947728,Meat,81.0276,High,Tier 3,Supermarket Type1,26,1868.2348
18.25,Low Fat,0.04403602,Hard Drinks,173.308,Medium,Tier 3,Supermarket Type3,28,6751.212
7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,Medium,Tier 1,Supermarket Type1,14,1324.2762
6.445,Low Fat,0.029686148,Baking Goods,96.4436,Small,Tier 2,Supermarket Type1,9,378.1744
18.75,Non-Edible,0.052121825,Health and Hygiene,104.828,Medium,Tier 1,Supermarket Type1,14,2343.616
7.975,Low Fat,0.01469075,Baking Goods,84.725,Medium,Tier 3,Supermarket Type2,4,1747.725
8.895,Regular,0.088821765,Snack Foods,125.173,Small,Tier 2,Supermarket Type1,6,2956.152
9.6,Non-Edible,0.040969757,Health and Hygiene,188.7214,Small,Tier 3,Grocery Store,15,376.8428
12.5,Non-Edible,0.103422709,Household,169.9448,Small,Tier 2,Supermarket Type1,9,2897.5616
11.5,Regular,0.042173667,Frozen Foods,194.682,Medium,Tier 3,Supermarket Type2,4,2316.984
7.72,Low Fat,0.121497742,Fruits and Vegetables,119.744,Small,Tier 2,Supermarket Type1,9,3355.632
19.35,Non-Edible,0.027580163,Health and Hygiene,62.2168,Medium,Tier 3,Supermarket Type3,28,1661.8368
6.864999999999999,Regular,0.035666655,Frozen Foods,246.2486,Medium,Tier 3,Supermarket Type3,28,8063.5038
6.615,Regular,0.091971856,Canned,251.6408,Small,Tier 1,Supermarket Type1,16,6008.1792
10.5,Non-Edible,0.027253711,Household,170.9106,High,Tier 3,Supermarket Type1,26,3251.1014
7.27,Non-Edible,0.046333982,Health and Hygiene,97.2384,Medium,Tier 3,Supermarket Type3,28,2660.5368
19.5,Non-Edible,0.014274292,Household,55.6614,Small,Tier 1,Supermarket Type1,16,718.3982
10.3,Regular,0.058918844,Fruits and Vegetables,191.153,Small,Tier 2,Supermarket Type1,9,1707.777
13.8,Regular,0.024660202,Canned,87.4172,Small,Tier 3,Grocery Store,15,178.4344
7.5,Non-Edible,0.09660879,Household,56.9588,Small,Tier 2,Supermarket Type1,11,744.3644
6.71,Regular,0.029680868,Baking Goods,65.0142,Medium,Tier 3,Supermarket Type2,4,856.8846
14.6,Low Fat,0.151180862,Soft Drinks,47.5692,Medium,Tier 3,Supermarket Type2,4,443.4228
10.395,Low Fat,0.031273559,Seafood,160.0604,Medium,Tier 1,Supermarket Type1,14,1267.6832
10.6,Non-Edible,0.035247642,Health and Hygiene,84.7224,Medium,Tier 1,Supermarket Type1,14,1619.2256
7.235,Low Fat,0.10016525,Snack Foods,193.9452,Small,Tier 2,Supermarket Type1,11,2936.178
18.6,Low Fat,0.015693328,Snack Foods,150.7366,Medium,Tier 3,Supermarket Type3,28,906.8196
20.75,Low Fat,0.021232318,Soft Drinks,151.1024,High,Tier 3,Supermarket Type1,26,2428.8384
13.85,Low Fat,0.030842963,Soft Drinks,143.1154,Medium,Tier 1,Supermarket Type1,14,2552.6772
8.21,Low Fat,0.010762387,Hard Drinks,149.5392,Small,Tier 2,Supermarket Type1,9,1789.6704
9.3,Low Fat,0.043874493,Hard Drinks,191.0846,Small,Tier 2,Supermarket Type1,11,1337.5922
8.67,Low Fat,0.065424208,Soft Drinks,145.8128,Small,Tier 2,Supermarket Type1,9,2444.8176
10.5,Low Fat,0.052637056,Frozen Foods,88.583,Medium,Tier 1,Supermarket Type1,14,808.947
20.35,Low Fat,0.248301532,Snack Foods,124.1072,Small,Tier 1,Grocery Store,28,245.0144
14.75,Low Fat,0.089686322,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type2,4,1821.6288
17.85,Low Fat,0.25637539,Breads,94.8436,Small,Tier 1,Grocery Store,28,567.2616
11.3,Non-Edible,0.066952965,Household,192.0478,Medium,Tier 3,Supermarket Type2,4,3099.9648
12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,Small,Tier 2,Supermarket Type1,6,2271.0438
20.75,Low Fat,0.149404057,Breakfast,192.8478,Small,Tier 3,Grocery Store,15,774.9912
16.7,Non-Edible,0.046609281,Household,248.6776,Small,Tier 1,Grocery Store,28,495.3552
19.2,Non-Edible,0.04125988,Household,127.831,Small,Tier 2,Supermarket Type1,11,1298.31
9.5,Low Fat,0.041971264,Soft Drinks,33.39,Small,Tier 2,Supermarket Type1,11,732.38
11.15,Regular,0.105736638,Baking Goods,104.4648,Medium,Tier 3,Supermarket Type2,4,2181.1608
12.35,Regular,0.038718195,Fruits and Vegetables,110.657,Small,Tier 2,Supermarket Type1,6,2087.283
15.35,Regular,0.055067732,Meat,146.5734,High,Tier 3,Supermarket Type1,26,2375.5744
11.5,Regular,0.020601791,Dairy,86.054,Medium,Tier 1,Supermarket Type1,14,1038.648
16.0,Regular,0.107186944,Baking Goods,181.9634,Medium,Tier 3,Supermarket Type2,4,3453.5046
17.1,Non-Edible,0.06725846,Household,115.186,Medium,Tier 1,Supermarket Type1,14,2490.092
6.98,Low Fat,0.041098016,Canned,81.6934,Small,Tier 2,Supermarket Type1,9,818.934
19.25,Low Fat,0.101980245,Dairy,54.3956,Small,Tier 2,Supermarket Type1,11,873.5296
12.1,Low Fat,0.070660449,Fruits and Vegetables,180.4002,Small,Tier 1,Grocery Store,28,716.4008
14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,Small,Tier 1,Supermarket Type1,16,2897.5616
16.0,Non-Edible,0.099136036,Household,210.3902,Small,Tier 1,Supermarket Type1,16,1486.7314
8.3,Low Fat,0.035183156,Fruits and Vegetables,37.8506,Medium,Tier 3,Supermarket Type3,28,417.4566
15.5,Regular,0.075904695,Baking Goods,263.9568,Small,Tier 2,Supermarket Type1,11,4745.8224
12.8,Low Fat,0.070012633,Starchy Foods,262.8252,Small,Tier 2,Supermarket Type1,6,2885.5772
14.35,Low Fat,0.081050006,Baking Goods,79.196,Small,Tier 2,Supermarket Type1,6,1278.336
10.6,Low Fat,0.056911107,Dairy,233.9642,Small,Tier 2,Supermarket Type1,11,3717.8272
18.5,Regular,0.045425939,Dairy,144.9102,High,Tier 3,Supermarket Type1,26,1895.5326
19.1,Non-Edible,0.067295406,Household,41.9796,Small,Tier 1,Supermarket Type1,16,701.7532
20.6,Regular,0.046208155,Snack Foods,178.0344,Medium,Tier 3,Supermarket Type2,4,1605.9096
10.5,Regular,0.080688663,Dairy,46.7376,Small,Tier 3,Grocery Store,15,47.9376
12.6,Regular,0.074070351,Dairy,254.2356,Small,Tier 2,Supermarket Type1,11,4578.0408
20.5,Regular,0.112638016,Fruits and Vegetables,195.5478,Small,Tier 2,Supermarket Type1,11,3874.956
12.15,Low Fat,0.015457803,Frozen Foods,209.9928,Small,Tier 2,Supermarket Type1,9,5259.82
17.75,Regular,0.112985849,Baking Goods,185.424,Small,Tier 3,Grocery Store,15,745.696
5.985,Low Fat,0.005661669,Baking Goods,186.5924,High,Tier 3,Supermarket Type1,26,2591.2936
5.82,Non-Edible,0.080765853,Household,169.179,Medium,Tier 1,Supermarket Type1,14,2037.348
10.0,Non-Edible,0.089152528,Health and Hygiene,147.7102,Small,Tier 1,Supermarket Type1,16,437.4306
12.1,Low Fat,0.020564685,Snack Foods,148.2734,Small,Tier 2,Supermarket Type1,9,3266.4148
5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,Medium,Tier 3,Supermarket Type2,4,1406.1696
6.03,Low Fat,0.022832115,Dairy,176.7028,Small,Tier 2,Supermarket Type1,6,1416.8224
8.395,Low Fat,0.072088552,Hard Drinks,253.704,Medium,Tier 1,Supermarket Type1,14,4554.072
17.7,Low Fat,0.1744925135,Fruits and Vegetables,115.0834,Small,Tier 2,Supermarket Type1,11,2764.4016
17.85,Non-Edible,0.018023997,Health and Hygiene,95.9094,Small,Tier 1,Supermarket Type1,16,2285.0256
5.5,Non-Edible,0.047364617,Others,100.0016,Small,Tier 2,Supermarket Type1,6,708.4112
18.1,Low Fat,0.178694026,Dairy,158.9288,Medium,Tier 3,Supermarket Type2,4,1571.288
13.85,Regular,0.026042966,Frozen Foods,161.221,Small,Tier 2,Supermarket Type1,6,1794.331
8.42,Regular,0.030693309,Canned,228.0352,Medium,Tier 3,Supermarket Type3,28,10306.584
16.75,Low Fat,0.029595637,Snack Foods,40.9822,Medium,Tier 3,Supermarket Type3,28,864.2084
16.25,Non-Edible,0.039207025,Household,116.1176,Medium,Tier 1,Supermarket Type1,14,2633.9048
20.2,Regular,0.121231308,Snack Foods,97.5752,Small,Tier 2,Supermarket Type1,9,1534.0032
5.15,Regular,0.061301149,Meat,122.1388,Small,Tier 2,Supermarket Type1,11,2352.9372
20.1,Low Fat,0.074627201,Dairy,110.3228,Small,Tier 1,Supermarket Type1,16,1768.3648
13.15,Non-Edible,0.024646608,Household,177.4686,Small,Tier 2,Supermarket Type1,9,5510.8266
7.97,Low Fat,0.034647829,Soft Drinks,171.2422,Small,Tier 2,Supermarket Type1,6,3103.9596
16.25,Low Fat,0.087668236,Dairy,94.941,Small,Tier 2,Supermarket Type1,6,1737.738
14.3,Low Fat,0.127435585,Frozen Foods,86.8224,High,Tier 3,Supermarket Type1,26,852.224
17.75,Regular,0.067490036,Baking Goods,185.224,Small,Tier 2,Supermarket Type1,9,6338.416
5.155,Low Fat,0.083327693,Frozen Foods,247.2776,Medium,Tier 1,Supermarket Type1,14,5944.2624
5.94,Low Fat,0.03495749,Canned,177.1344,Small,Tier 2,Supermarket Type1,11,2854.9504
8.985,Low Fat,0.183774965,Fruits and Vegetables,101.77,Small,Tier 2,Supermarket Type1,11,798.96
11.5,Non-Edible,0.017638893,Health and Hygiene,132.7626,Small,Tier 2,Supermarket Type1,9,2885.5772
8.26,Low Fat,0.034544435,Hard Drinks,116.0834,Medium,Tier 3,Supermarket Type2,4,1267.0174
20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,Small,Tier 3,Grocery Store,15,127.1678
9.5,Low Fat,0.085437778,Hard Drinks,188.4872,Medium,Tier 3,Supermarket Type2,4,3592.6568
12.3,Low Fat,0.111727876,Baking Goods,33.9874,Medium,Tier 3,Supermarket Type2,4,564.5984
16.7,Regular,0.03874616,Snack Foods,143.8102,Small,Tier 2,Supermarket Type1,6,4811.7366
16.6,Non-Edible,0.027622076,Household,177.6344,Medium,Tier 1,Supermarket Type1,14,2676.516
16.0,Regular,0.115826834,Fruits and Vegetables,56.0246,Small,Tier 2,Supermarket Type1,11,695.0952
17.75,Low Fat,0.030559583,Dairy,257.4672,Medium,Tier 3,Supermarket Type2,4,3835.008
8.93,Low Fat,0.028411899,Dairy,152.334,Small,Tier 2,Supermarket Type1,9,2143.876
16.2,Regular,0.016639482,Frozen Foods,95.8726,High,Tier 3,Supermarket Type1,26,1076.5986
5.88,Low Fat,0.003574698,Hard Drinks,154.6998,Medium,Tier 3,Supermarket Type3,28,3229.7958
5.82,Regular,0.135375727,Fruits and Vegetables,256.133,Small,Tier 1,Grocery Store,28,256.333
16.35,Non-Edible,0.013420879,Others,104.828,Medium,Tier 3,Supermarket Type2,4,1810.976
19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,Small,Tier 1,Supermarket Type1,16,1012.016
11.85,Regular,0.055805027,Baking Goods,53.0666,Medium,Tier 1,Supermarket Type1,14,512.666
18.25,Low Fat,0.077709902,Snack Foods,259.6962,Small,Tier 2,Supermarket Type1,9,5438.9202
16.2,Non-Edible,0.050585342,Household,190.8162,Small,Tier 2,Supermarket Type1,9,3271.0754
5.785,Regular,0.040523265,Snack Foods,177.866,Medium,Tier 3,Supermarket Type2,4,4853.682
14.1,Low Fat,0.11349714,Baking Goods,56.1956,Small,Tier 2,Supermarket Type1,11,1364.89
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,Medium,Tier 1,Supermarket Type1,14,1677.816
9.0,Low Fat,0.086440911,Snack Foods,167.0816,Small,Tier 2,Supermarket Type1,6,1342.2528
15.6,Low Fat,0.116347087,Frozen Foods,76.867,Medium,Tier 3,Supermarket Type3,28,2526.711
17.5,Low Fat,0.097429924,Soft Drinks,172.8738,Medium,Tier 3,Supermarket Type3,28,3649.2498
12.65,Non-Edible,0.047333044,Others,113.8202,Small,Tier 2,Supermarket Type1,11,1800.3232
15.0,Low Fat,0.046447328,Breads,121.5414,Medium,Tier 1,Supermarket Type1,14,2436.828
12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,Small,Tier 1,Supermarket Type1,16,2450.144
9.395,Low Fat,0.160235723,Soft Drinks,227.872,Small,Tier 2,Supermarket Type1,6,1584.604
